date,cases
07/05/2018,365
07/06/2018,361
07/07/2018,312
07/08/2018,320
07/09/2018,451
07/10/2018,335
07/11/2018,398
07/12/2018,350
07/13/2018,356
07/14/2018,310
07/15/2018,344
07/16/2018,409
07/17/2018,397
07/18/2018,386
07/19/2018,337
07/20/2018,381
07/21/2018,339
07/22/2018,297
07/23/2018,422
07/24/2018,401
07/25/2018,349
07/26/2018,366
07/27/2018,348
07/28/2018,320
07/29/2018,335
07/30/2018,395
07/31/2018,342
08/01/2018,346
08/02/2018,337
08/03/2018,362
08/04/2018,332
08/05/2018,330
08/06/2018,397
08/07/2018,369
08/08/2018,328
08/09/2018,311
08/10/2018,402
08/11/2018,309
08/12/2018,303
08/13/2018,411
08/14/2018,359
08/15/2018,346
08/16/2018,365
08/17/2018,351
08/18/2018,311
08/19/2018,324
08/20/2018,384
08/21/2018,353
08/22/2018,271
08/23/2018,374
08/24/2018,309
08/25/2018,285
08/26/2018,327
08/27/2018,405
08/28/2018,369
08/29/2018,337
08/30/2018,319
08/31/2018,328
09/01/2018,273
09/02/2018,312
09/03/2018,385
09/04/2018,292
09/05/2018,320
09/06/2018,333
09/07/2018,318
09/08/2018,308
09/09/2018,300
09/10/2018,413
09/11/2018,329
09/12/2018,331
09/13/2018,349
09/14/2018,335
09/15/2018,319
09/16/2018,311
09/17/2018,374
09/18/2018,367
09/19/2018,316
09/20/2018,349
09/21/2018,335
09/22/2018,271
09/23/2018,313
09/24/2018,376
09/25/2018,339
09/26/2018,332
09/27/2018,346
09/28/2018,328
09/29/2018,309
09/30/2018,296
10/01/2018,405
10/02/2018,321
10/03/2018,335
10/04/2018,338
10/05/2018,325
10/06/2018,305
10/07/2018,277
10/08/2018,419
10/09/2018,351
10/10/2018,313
10/11/2018,310
10/12/2018,332
10/13/2018,277
10/14/2018,267
10/15/2018,381
10/16/2018,342
10/17/2018,304
10/18/2018,296
10/19/2018,314
10/20/2018,308
10/21/2018,315
10/22/2018,363
10/23/2018,318
10/24/2018,293
10/25/2018,290
10/26/2018,323
10/27/2018,298
10/28/2018,310
10/29/2018,381
10/30/2018,348
10/31/2018,324
11/01/2018,313
11/02/2018,312
11/03/2018,307
11/04/2018,306
11/05/2018,365
11/06/2018,299
11/07/2018,368
11/08/2018,342
11/09/2018,317
11/10/2018,301
11/11/2018,309
11/12/2018,368
11/13/2018,345
11/14/2018,320
11/15/2018,301
11/16/2018,340
11/17/2018,311
11/18/2018,316
11/19/2018,393
11/20/2018,373
11/21/2018,344
11/22/2018,319
11/23/2018,334
11/24/2018,349
11/25/2018,317
11/26/2018,417
11/27/2018,369
11/28/2018,345
11/29/2018,315
11/30/2018,332
12/01/2018,294
12/02/2018,331
12/03/2018,401
12/04/2018,362
12/05/2018,357
12/06/2018,346
12/07/2018,334
12/08/2018,334
12/09/2018,356
12/10/2018,377
12/11/2018,332
12/12/2018,333
12/13/2018,308
12/14/2018,364
12/15/2018,347
12/16/2018,306
12/17/2018,396
12/18/2018,389
12/19/2018,350
12/20/2018,330
12/21/2018,316
12/22/2018,324
12/23/2018,326
12/24/2018,388
12/25/2018,334
12/26/2018,400
12/27/2018,350
12/28/2018,357
12/29/2018,332
12/30/2018,360
12/31/2018,362
01/01/2019,352
01/02/2019,373
01/03/2019,365
01/04/2019,356
01/05/2019,343
01/06/2019,352
01/07/2019,362
01/08/2019,351
01/09/2019,344
01/10/2019,352
01/11/2019,335
01/12/2019,312
01/13/2019,291
01/14/2019,381
01/15/2019,354
01/16/2019,335
01/17/2019,329
01/18/2019,323
01/19/2019,319
01/20/2019,278
01/21/2019,380
01/22/2019,373
01/23/2019,310
01/24/2019,321
01/25/2019,304
01/26/2019,320
01/27/2019,301
01/28/2019,402
01/29/2019,346
01/30/2019,320
01/31/2019,349
02/01/2019,327
02/02/2019,303
02/03/2019,308
02/04/2019,288
02/05/2019,278
02/06/2019,363
02/07/2019,409
02/08/2019,322
02/09/2019,324
02/10/2019,302
02/11/2019,374
02/12/2019,380
02/13/2019,359
02/14/2019,361
02/15/2019,323
02/16/2019,330
02/17/2019,306
02/18/2019,415
02/19/2019,347
02/20/2019,339
02/21/2019,354
02/22/2019,330
02/23/2019,310
02/24/2019,293
02/25/2019,384
02/26/2019,351
02/27/2019,355
02/28/2019,356
03/01/2019,347
03/02/2019,330
03/03/2019,328
03/04/2019,417
03/05/2019,347
03/06/2019,323
03/07/2019,384
03/08/2019,370
03/09/2019,315
03/10/2019,304
03/11/2019,403
03/12/2019,350
03/13/2019,363
03/14/2019,357
03/15/2019,370
03/16/2019,301
03/17/2019,355
03/18/2019,397
03/19/2019,356
03/20/2019,325
03/21/2019,336
03/22/2019,326
03/23/2019,351
03/24/2019,315
03/25/2019,387
03/26/2019,372
03/27/2019,341
03/28/2019,353
03/29/2019,291
03/30/2019,327
03/31/2019,321
04/01/2019,409
04/02/2019,352
04/03/2019,321
04/04/2019,337
04/05/2019,326
04/06/2019,321
04/07/2019,341
04/08/2019,408
04/09/2019,363
04/10/2019,354
04/11/2019,356
04/12/2019,305
04/13/2019,330
04/14/2019,309
04/15/2019,378
04/16/2019,351
04/17/2019,325
04/18/2019,338
04/19/2019,307
04/20/2019,353
04/21/2019,307
04/22/2019,412
04/23/2019,344
04/24/2019,326
04/25/2019,326
04/26/2019,297
04/27/2019,307
04/28/2019,329
04/29/2019,383
04/30/2019,344
05/01/2019,293
05/02/2019,367
05/03/2019,330
05/04/2019,350
05/05/2019,310
05/06/2019,397
05/07/2019,365
05/08/2019,302
05/09/2019,343
05/10/2019,284
05/11/2019,300
05/12/2019,301
05/13/2019,395
05/14/2019,342
05/15/2019,343
05/16/2019,362
05/17/2019,349
05/18/2019,332
05/19/2019,298
05/20/2019,358
05/21/2019,416
05/22/2019,348
05/23/2019,340
05/24/2019,365
05/25/2019,339
05/26/2019,324
05/27/2019,390
05/28/2019,359
05/29/2019,336
05/30/2019,341
05/31/2019,343
06/01/2019,318
06/02/2019,328
06/03/2019,368
06/04/2019,289
06/05/2019,298
06/06/2019,376
06/07/2019,327
06/08/2019,335
06/09/2019,344
06/10/2019,427
06/11/2019,343
06/12/2019,331
06/13/2019,363
06/14/2019,318
06/15/2019,318
06/16/2019,333
06/17/2019,418
06/18/2019,337
06/19/2019,388
06/20/2019,354
06/21/2019,358
06/22/2019,286
06/23/2019,328
06/24/2019,396
06/25/2019,323
06/26/2019,325
06/27/2019,368
06/28/2019,354
06/29/2019,345
06/30/2019,296
07/01/2019,421
07/02/2019,377
07/03/2019,378
07/04/2019,349
07/05/2019,368
07/06/2019,321
07/07/2019,327
07/08/2019,406
07/09/2019,367
07/10/2019,343
07/11/2019,317
07/12/2019,366
07/13/2019,332
07/14/2019,346
07/15/2019,374
07/16/2019,342
07/17/2019,345
07/18/2019,367
07/19/2019,296
07/20/2019,327
07/21/2019,307
07/22/2019,408
07/23/2019,381
07/24/2019,372
07/25/2019,338
07/26/2019,368
07/27/2019,357
07/28/2019,321
07/29/2019,418
07/30/2019,373
07/31/2019,369
08/01/2019,348
08/02/2019,330
08/03/2019,344
08/04/2019,306
08/05/2019,387
08/06/2019,330
08/07/2019,321
08/08/2019,348
08/09/2019,295
08/10/2019,328
08/11/2019,340
08/12/2019,362
08/13/2019,389
08/14/2019,356
08/15/2019,357
08/16/2019,344
08/17/2019,348
08/18/2019,316
08/19/2019,401
08/20/2019,342
08/21/2019,370
08/22/2019,334
08/23/2019,360
08/24/2019,332
08/25/2019,280
08/26/2019,350
08/27/2019,305
08/28/2019,323
08/29/2019,326
08/30/2019,297
08/31/2019,326
09/01/2019,298
09/02/2019,368
09/03/2019,328
09/04/2019,321
09/05/2019,325
09/06/2019,330
09/07/2019,325
09/08/2019,333
09/09/2019,390
09/10/2019,359
09/11/2019,352
09/12/2019,287
09/13/2019,298
09/14/2019,322
09/15/2019,311
09/16/2019,427
09/17/2019,342
09/18/2019,346
09/19/2019,349
09/20/2019,322
09/21/2019,321
09/22/2019,292
09/23/2019,398
09/24/2019,340
09/25/2019,298
09/26/2019,333
09/27/2019,316
09/28/2019,317
09/29/2019,306
09/30/2019,350
10/01/2019,327
10/02/2019,328
10/03/2019,358
10/04/2019,338
10/05/2019,324
10/06/2019,299
10/07/2019,413
10/08/2019,334
10/09/2019,318
10/10/2019,326
10/11/2019,324
10/12/2019,324
10/13/2019,260
10/14/2019,392
10/15/2019,336
10/16/2019,309
10/17/2019,349
10/18/2019,331
10/19/2019,312
10/20/2019,314
10/21/2019,426
10/22/2019,313
10/23/2019,343
10/24/2019,338
10/25/2019,314
10/26/2019,313
10/27/2019,316
10/28/2019,353
10/29/2019,385
10/30/2019,357
10/31/2019,357
11/01/2019,350
11/02/2019,322
11/03/2019,338
11/04/2019,409
11/05/2019,345
11/06/2019,378
11/07/2019,371
11/08/2019,348
11/09/2019,343
11/10/2019,305
11/11/2019,385
11/12/2019,362
11/13/2019,361
11/14/2019,360
11/15/2019,330
11/16/2019,377
11/17/2019,301
11/18/2019,411
11/19/2019,367
11/20/2019,355
11/21/2019,312
11/22/2019,325
11/23/2019,311
11/24/2019,311
11/25/2019,379
11/26/2019,317
11/27/2019,337
11/28/2019,370
11/29/2019,325
11/30/2019,344
12/01/2019,311
12/02/2019,415
12/03/2019,333
12/04/2019,347
12/05/2019,360
12/06/2019,347
12/07/2019,306
12/08/2019,298
12/09/2019,387
12/10/2019,346
12/11/2019,318
12/12/2019,377
12/13/2019,337
12/14/2019,315
12/15/2019,296
12/16/2019,420
12/17/2019,342
12/18/2019,360
12/19/2019,343
12/20/2019,371
12/21/2019,338
12/22/2019,307
12/23/2019,449
12/24/2019,352
12/25/2019,327
12/26/2019,424
12/27/2019,375
12/28/2019,345
12/29/2019,336
12/30/2019,416
12/31/2019,365
01/01/2020,339
01/02/2020,445
01/03/2020,387
01/04/2020,348
01/05/2020,313
01/06/2020,377
01/07/2020,340
01/08/2020,334
01/09/2020,342
01/10/2020,344
01/11/2020,351
01/12/2020,283
01/13/2020,388
01/14/2020,354
01/15/2020,361
01/16/2020,359
01/17/2020,324
01/18/2020,336
01/19/2020,319
01/20/2020,351
01/21/2020,338
01/22/2020,344
01/23/2020,297
01/24/2020,289
01/25/2020,296
01/26/2020,336
01/27/2020,372
01/28/2020,398
01/29/2020,324
01/30/2020,308
01/31/2020,353
02/01/2020,228
02/02/2020,287
02/03/2020,364
02/04/2020,308
02/05/2020,334
02/06/2020,287
02/07/2020,291
02/08/2020,274
02/09/2020,284
02/10/2020,358
02/11/2020,281
02/12/2020,299
02/13/2020,300
02/14/2020,260
02/15/2020,261
02/16/2020,239
02/17/2020,323
02/18/2020,255
02/19/2020,259
02/20/2020,278
02/21/2020,272
02/22/2020,208
02/23/2020,252
02/24/2020,319
02/25/2020,285
02/26/2020,271
02/27/2020,255
02/28/2020,290
02/29/2020,262
03/01/2020,276
03/02/2020,347
03/03/2020,307
03/04/2020,279
03/05/2020,307
03/06/2020,280
03/07/2020,207
03/08/2020,266
03/09/2020,366
03/10/2020,314
03/11/2020,297
03/12/2020,304
03/13/2020,286
03/14/2020,271
03/15/2020,273
03/16/2020,335
03/17/2020,341
03/18/2020,303
03/19/2020,339
03/20/2020,349
03/21/2020,328
03/22/2020,309
03/23/2020,409
03/24/2020,386
03/25/2020,336
03/26/2020,326
03/27/2020,325
03/28/2020,269
03/29/2020,249
03/30/2020,414
03/31/2020,365
04/01/2020,310
04/02/2020,305
04/03/2020,388
04/04/2020,294
04/05/2020,336
04/06/2020,405
04/07/2020,330
04/08/2020,304
04/09/2020,318
04/10/2020,283
04/11/2020,292
04/12/2020,256
04/13/2020,327
04/14/2020,308
04/15/2020,285
04/16/2020,298
04/17/2020,289
04/18/2020,243
04/19/2020,263
04/20/2020,305
04/21/2020,250
04/22/2020,302
04/23/2020,256
04/24/2020,248
04/25/2020,209
04/26/2020,228
04/27/2020,315
04/28/2020,253
04/29/2020,207
04/30/2020,243
05/01/2020,238
05/02/2020,275
05/03/2020,246
05/04/2020,290
05/05/2020,238
05/06/2020,252
05/07/2020,282
05/08/2020,230
05/09/2020,252
05/10/2020,231
05/11/2020,279
05/12/2020,251
05/13/2020,239
05/14/2020,252
05/15/2020,256
05/16/2020,251
05/17/2020,234
05/18/2020,307
05/19/2020,255
05/20/2020,237
05/21/2020,286
05/22/2020,247
05/23/2020,254
05/24/2020,246
05/25/2020,323
05/26/2020,331
05/27/2020,272
05/28/2020,268
05/29/2020,275
05/30/2020,259
05/31/2020,229
06/01/2020,300
06/02/2020,287
06/03/2020,300
06/04/2020,263
06/05/2020,297
06/06/2020,254
06/07/2020,278
06/08/2020,354
06/09/2020,304
06/10/2020,318
06/11/2020,286
06/12/2020,278
06/13/2020,294
06/14/2020,268
06/15/2020,346
06/16/2020,315
06/17/2020,281
06/18/2020,258
06/19/2020,295
06/20/2020,270
06/21/2020,291
06/22/2020,333
06/23/2020,311
06/24/2020,270
06/25/2020,316
06/26/2020,319
06/27/2020,297
06/28/2020,288
06/29/2020,352
06/30/2020,301
07/01/2020,310
07/02/2020,286
07/03/2020,285
07/04/2020,313
07/05/2020,314
07/06/2020,378
07/07/2020,315
07/08/2020,311
07/09/2020,289
07/10/2020,279
07/11/2020,298
07/12/2020,328
07/13/2020,342
07/14/2020,325
07/15/2020,305
07/16/2020,338
07/17/2020,321
07/18/2020,284
07/19/2020,264
07/20/2020,347
07/21/2020,317
07/22/2020,319
07/23/2020,298
07/24/2020,322
07/25/2020,292
07/26/2020,255
07/27/2020,334
07/28/2020,351
07/29/2020,310
07/30/2020,338
07/31/2020,260
08/01/2020,315
08/02/2020,271
08/03/2020,362
08/04/2020,341
08/05/2020,275
08/06/2020,323
08/07/2020,296
08/08/2020,310
08/09/2020,286
08/10/2020,350
08/11/2020,344
08/12/2020,313
08/13/2020,291
08/14/2020,301
08/15/2020,335
08/16/2020,288
08/17/2020,329
08/18/2020,299
08/19/2020,318
08/20/2020,282
08/21/2020,280
08/22/2020,292
08/23/2020,265
08/24/2020,326
08/25/2020,295
08/26/2020,270
08/27/2020,318
08/28/2020,300
08/29/2020,300
08/30/2020,240
08/31/2020,344
09/01/2020,320
09/02/2020,298
09/03/2020,345
09/04/2020,280
09/05/2020,277
09/06/2020,253
09/07/2020,350
09/08/2020,318
09/09/2020,313
09/10/2020,283
09/11/2020,288
09/12/2020,301
09/13/2020,242
09/14/2020,350
09/15/2020,303
09/16/2020,286
09/17/2020,299
09/18/2020,300
09/19/2020,267
09/20/2020,255
09/21/2020,395
09/22/2020,290
09/23/2020,305
09/24/2020,318
09/25/2020,311
09/26/2020,299
09/27/2020,275
09/28/2020,376
09/29/2020,308
09/30/2020,271
10/01/2020,318
10/02/2020,317
10/03/2020,294
10/04/2020,274
10/05/2020,358
10/06/2020,329
10/07/2020,311
10/08/2020,307
10/09/2020,303
10/10/2020,283
10/11/2020,247
10/12/2020,339
10/13/2020,323
10/14/2020,306
10/15/2020,310
10/16/2020,289
10/17/2020,284
10/18/2020,250
10/19/2020,371
10/20/2020,286
10/21/2020,301
10/22/2020,292
10/23/2020,295
10/24/2020,280
10/25/2020,267
10/26/2020,348
10/27/2020,278
10/28/2020,301
10/29/2020,280
10/30/2020,317
10/31/2020,264
11/01/2020,292
11/02/2020,328
11/03/2020,294
11/04/2020,316
11/05/2020,306
11/06/2020,321
11/07/2020,288
11/08/2020,248
11/09/2020,348
11/10/2020,307
11/11/2020,300
11/12/2020,291
11/13/2020,317
11/14/2020,283
11/15/2020,266
11/16/2020,380
11/17/2020,310
11/18/2020,300
11/19/2020,301
11/20/2020,308
11/21/2020,272
11/22/2020,228
11/23/2020,364
11/24/2020,287
11/25/2020,302
11/26/2020,274
11/27/2020,293
11/28/2020,279
11/29/2020,248
11/30/2020,357
12/01/2020,316
12/02/2020,322
12/03/2020,275
12/04/2020,291
12/05/2020,288
12/06/2020,242
12/07/2020,338
12/08/2020,318
12/09/2020,265
12/10/2020,319
12/11/2020,294
12/12/2020,287
12/13/2020,268
12/14/2020,366
12/15/2020,299
12/16/2020,311
12/17/2020,284
12/18/2020,293
12/19/2020,297
12/20/2020,247
12/21/2020,354
12/22/2020,282
12/23/2020,303
12/24/2020,285
12/25/2020,268
12/26/2020,335
12/27/2020,286
12/28/2020,372
12/29/2020,269
12/30/2020,292
12/31/2020,271
01/01/2021,251
01/02/2021,262
01/03/2021,274
01/04/2021,336
01/05/2021,305
01/06/2021,327
01/07/2021,258
01/08/2021,284
01/09/2021,291
01/10/2021,249
01/11/2021,388
01/12/2021,298
01/13/2021,313
01/14/2021,293
01/15/2021,324
01/16/2021,306
01/17/2021,260
01/18/2021,352
01/19/2021,297
01/20/2021,283
01/21/2021,312
01/22/2021,299
01/23/2021,312
01/24/2021,265
01/25/2021,392
01/26/2021,311
01/27/2021,294
01/28/2021,272
01/29/2021,284
01/30/2021,265
01/31/2021,274
02/01/2021,345
02/02/2021,282
02/03/2021,281
02/04/2021,311
02/05/2021,301
02/06/2021,290
02/07/2021,291
02/08/2021,344
02/09/2021,298
02/10/2021,292
02/11/2021,260
02/12/2021,233
02/13/2021,295
02/14/2021,288
02/15/2021,402
02/16/2021,323
02/17/2021,299
02/18/2021,294
02/19/2021,286
02/20/2021,282
02/21/2021,270
02/22/2021,389
02/23/2021,322
02/24/2021,324
02/25/2021,261
02/26/2021,286
02/27/2021,309
02/28/2021,256
03/01/2021,368
03/02/2021,321
03/03/2021,298
03/04/2021,313
03/05/2021,321
03/06/2021,270
03/07/2021,275
03/08/2021,363
03/09/2021,347
03/10/2021,307
03/11/2021,298
03/12/2021,298
03/13/2021,287
03/14/2021,273
03/15/2021,396
03/16/2021,296
03/17/2021,307
03/18/2021,332
03/19/2021,296
03/20/2021,265
03/21/2021,289
03/22/2021,365
03/23/2021,299
03/24/2021,322
03/25/2021,300
03/26/2021,321
03/27/2021,296
03/28/2021,303
03/29/2021,374
03/30/2021,316
03/31/2021,293
04/01/2021,343
04/02/2021,266
04/03/2021,330
04/04/2021,296
04/05/2021,369
04/06/2021,329
04/07/2021,320
04/08/2021,307
04/09/2021,316
04/10/2021,291
04/11/2021,279
04/12/2021,364
04/13/2021,336
04/14/2021,292
04/15/2021,326
04/16/2021,315
04/17/2021,310
04/18/2021,306
04/19/2021,356
04/20/2021,338
04/21/2021,308
04/22/2021,341
04/23/2021,295
04/24/2021,298
04/25/2021,271
04/26/2021,380
04/27/2021,344
04/28/2021,334
04/29/2021,351
04/30/2021,320
05/01/2021,303
05/02/2021,311
05/03/2021,389
05/04/2021,324
05/05/2021,335
05/06/2021,324
05/07/2021,345
05/08/2021,326
05/09/2021,320
05/10/2021,429
05/11/2021,353
05/12/2021,344
05/13/2021,330
05/14/2021,422
05/15/2021,311
05/16/2021,333
05/17/2021,351
05/18/2021,272
05/19/2021,305
05/20/2021,315
05/21/2021,262
05/22/2021,292
05/23/2021,288
05/24/2021,362
05/25/2021,309
05/26/2021,281
05/27/2021,312
05/28/2021,294
05/29/2021,281
05/30/2021,234
05/31/2021,325
06/01/2021,311
06/02/2021,302
06/03/2021,285
06/04/2021,313
06/05/2021,258
06/06/2021,266
06/07/2021,320
06/08/2021,328
06/09/2021,299
06/10/2021,299
06/11/2021,287
06/12/2021,312
06/13/2021,283
06/14/2021,339
06/15/2021,337
06/16/2021,338
06/17/2021,288
06/18/2021,264
06/19/2021,282
06/20/2021,227
06/21/2021,296
06/22/2021,273
06/23/2021,285
06/24/2021,273
06/25/2021,282
06/26/2021,284
06/27/2021,241
06/28/2021,394
06/29/2021,294
06/30/2021,327
07/01/2021,298
07/02/2021,309
07/03/2021,286
07/04/2021,288
07/05/2021,380
07/06/2021,331
07/07/2021,364
07/08/2021,318
07/09/2021,332
07/10/2021,291
07/11/2021,283
07/12/2021,378
07/13/2021,316
07/14/2021,332
07/15/2021,331
07/16/2021,331
07/17/2021,310
07/18/2021,270
07/19/2021,377
07/20/2021,270
07/21/2021,355
07/22/2021,333
07/23/2021,309
07/24/2021,294
07/25/2021,239
07/26/2021,369
07/27/2021,271
07/28/2021,282
07/29/2021,322
07/30/2021,295
07/31/2021,264
08/01/2021,267
08/02/2021,339
08/03/2021,306
08/04/2021,306
08/05/2021,288
08/06/2021,258
08/07/2021,283
08/08/2021,231
08/09/2021,278
08/10/2021,348
08/11/2021,317
08/12/2021,288
08/13/2021,306
08/14/2021,282
08/15/2021,265
08/16/2021,340
08/17/2021,262
08/18/2021,293
08/19/2021,277
08/20/2021,287
08/21/2021,292
08/22/2021,239
08/23/2021,342
08/24/2021,266
08/25/2021,297
08/26/2021,323
08/27/2021,287
08/28/2021,284
08/29/2021,262
08/30/2021,364
08/31/2021,315
09/01/2021,300
09/02/2021,279
09/03/2021,318
09/04/2021,265
09/05/2021,290
09/06/2021,369
09/07/2021,342
09/08/2021,283
09/09/2021,335
09/10/2021,309
09/11/2021,281
09/12/2021,307
09/13/2021,356
09/14/2021,315
09/15/2021,293
09/16/2021,308
09/17/2021,313
09/18/2021,288
09/19/2021,272
09/20/2021,310
09/21/2021,279
09/22/2021,280
09/23/2021,255
09/24/2021,239
09/25/2021,256
09/26/2021,250
09/27/2021,344
09/28/2021,290
09/29/2021,282
09/30/2021,250
10/01/2021,278
10/02/2021,274
10/03/2021,283
10/04/2021,293
10/05/2021,306
10/06/2021,250
10/07/2021,286
10/08/2021,301
10/09/2021,282
10/10/2021,248
10/11/2021,294
10/12/2021,267
10/13/2021,271
10/14/2021,267
10/15/2021,265
10/16/2021,260
10/17/2021,242
10/18/2021,343
10/19/2021,305
10/20/2021,265
10/21/2021,277
10/22/2021,252
10/23/2021,251
10/24/2021,227
10/25/2021,349
10/26/2021,277
10/27/2021,273
10/28/2021,276
10/29/2021,300
10/30/2021,275
10/31/2021,270
11/01/2021,310
11/02/2021,271
11/03/2021,254
11/04/2021,246
11/05/2021,340
11/06/2021,272
11/07/2021,233
11/08/2021,357
11/09/2021,294
11/10/2021,313
11/11/2021,289
11/12/2021,306
11/13/2021,255
11/14/2021,235
11/15/2021,344
11/16/2021,309
11/17/2021,289
11/18/2021,258
11/19/2021,314
11/20/2021,270
11/21/2021,254
11/22/2021,348
11/23/2021,283
11/24/2021,278
11/25/2021,314
11/26/2021,307
11/27/2021,224
11/28/2021,239
11/29/2021,349
11/30/2021,314
12/01/2021,310
12/02/2021,269
12/03/2021,271
12/04/2021,251
12/05/2021,249
12/06/2021,333
12/07/2021,279
12/08/2021,262
12/09/2021,278
12/10/2021,298
12/11/2021,219
12/12/2021,233
12/13/2021,314
12/14/2021,295
12/15/2021,263
12/16/2021,270
12/17/2021,273
12/18/2021,248
12/19/2021,261
12/20/2021,324
12/21/2021,290
12/22/2021,307
12/23/2021,279
12/24/2021,232
12/25/2021,265
12/26/2021,302
12/27/2021,355
12/28/2021,290
12/29/2021,288
12/30/2021,259
12/31/2021,253
01/01/2022,281
01/02/2022,266
01/03/2022,346
01/04/2022,270
01/05/2022,298
01/06/2022,295
01/07/2022,284
01/08/2022,305
01/09/2022,248
01/10/2022,378
01/11/2022,319
01/12/2022,291
01/13/2022,308
01/14/2022,280
01/15/2022,309
01/16/2022,277
01/17/2022,315
01/18/2022,332
01/19/2022,270
01/20/2022,306
01/21/2022,307
01/22/2022,287
01/23/2022,260
01/24/2022,348
01/25/2022,300
01/26/2022,295
01/27/2022,280
01/28/2022,285
01/29/2022,314
01/30/2022,281
01/31/2022,301
02/01/2022,295
02/02/2022,358
02/03/2022,365
02/04/2022,321
02/05/2022,329
02/06/2022,280
02/07/2022,365
02/08/2022,314
02/09/2022,343
02/10/2022,301
02/11/2022,291
02/12/2022,289
02/13/2022,290
02/14/2022,372
02/15/2022,338
02/16/2022,324
02/17/2022,326
02/18/2022,330
02/19/2022,342
02/20/2022,313
02/21/2022,372
02/22/2022,325
02/23/2022,320
02/24/2022,295
02/25/2022,269
02/26/2022,293
02/27/2022,260
02/28/2022,372
03/01/2022,320
03/02/2022,309
03/03/2022,285
03/04/2022,318
03/05/2022,299
03/06/2022,276
03/07/2022,338
03/08/2022,320
03/09/2022,303
03/10/2022,270
03/11/2022,294
03/12/2022,274
03/13/2022,269
03/14/2022,336
03/15/2022,293
03/16/2022,310
03/17/2022,281
03/18/2022,270
03/19/2022,286
03/20/2022,276
03/21/2022,336
03/22/2022,268
03/23/2022,276
03/24/2022,281
03/25/2022,247
03/26/2022,258
03/27/2022,236
03/28/2022,318
03/29/2022,300
03/30/2022,292
03/31/2022,269
04/01/2022,319
04/02/2022,282
04/03/2022,236
04/04/2022,336
04/05/2022,297
04/06/2022,279
04/07/2022,276
04/08/2022,298
04/09/2022,278
04/10/2022,238
04/11/2022,336
04/12/2022,299
04/13/2022,288
04/14/2022,309
04/15/2022,245
04/16/2022,280
04/17/2022,241
04/18/2022,315
04/19/2022,300
04/20/2022,278
04/21/2022,243
04/22/2022,263
04/23/2022,286
04/24/2022,259
04/25/2022,332
04/26/2022,299
04/27/2022,283
04/28/2022,262
04/29/2022,304
04/30/2022,286
05/01/2022,294
05/02/2022,274
05/03/2022,296
05/04/2022,332
05/05/2022,325
05/06/2022,299
05/07/2022,296
05/08/2022,247
05/09/2022,376
05/10/2022,327
05/11/2022,308
05/12/2022,317
05/13/2022,305
05/14/2022,314
05/15/2022,296
05/16/2022,315
05/17/2022,389
05/18/2022,302
05/19/2022,312
05/20/2022,319
05/21/2022,311
05/22/2022,250
05/23/2022,392
05/24/2022,348
05/25/2022,291
05/26/2022,271
05/27/2022,292
05/28/2022,283
05/29/2022,257
05/30/2022,401
05/31/2022,342
06/01/2022,308
06/02/2022,310
06/03/2022,296
06/04/2022,292
06/05/2022,317
06/06/2022,371
06/07/2022,326
06/08/2022,303
06/09/2022,301
06/10/2022,313
06/11/2022,288
06/12/2022,303
06/13/2022,379
06/14/2022,331
06/15/2022,314
06/16/2022,327
06/17/2022,320
06/18/2022,327
06/19/2022,293
06/20/2022,374
06/21/2022,313
06/22/2022,319
06/23/2022,327
06/24/2022,303
06/25/2022,293
06/26/2022,300
06/27/2022,372
06/28/2022,360
06/29/2022,342
06/30/2022,326
07/01/2022,352
07/02/2022,317
07/03/2022,344
07/04/2022,397
07/05/2022,321
07/06/2022,326
07/07/2022,345
07/08/2022,338
07/09/2022,320
07/10/2022,323
07/11/2022,378
07/12/2022,407
07/13/2022,346
07/14/2022,381
07/15/2022,347
07/16/2022,319
07/17/2022,308
07/18/2022,381
07/19/2022,357
07/20/2022,322
07/21/2022,362
07/22/2022,304
07/23/2022,333
07/24/2022,291
07/25/2022,379
07/26/2022,314
07/27/2022,341
07/28/2022,375
07/29/2022,338
07/30/2022,320
07/31/2022,310
08/01/2022,400
08/02/2022,326
08/03/2022,308
08/04/2022,328
08/05/2022,331
08/06/2022,304
08/07/2022,312
08/08/2022,354
08/09/2022,280
08/10/2022,363
08/11/2022,366
08/12/2022,325
08/13/2022,298
08/14/2022,276
08/15/2022,366
08/16/2022,326
08/17/2022,316
08/18/2022,317
08/19/2022,307
08/20/2022,307
08/21/2022,251
08/22/2022,404
08/23/2022,328
08/24/2022,297
08/25/2022,333
08/26/2022,327
08/27/2022,293
08/28/2022,287
08/29/2022,367
08/30/2022,289
08/31/2022,299
09/01/2022,292
09/02/2022,288
09/03/2022,317
09/04/2022,261
09/05/2022,358
09/06/2022,314
09/07/2022,312
09/08/2022,313
09/09/2022,301
09/10/2022,315
09/11/2022,266
09/12/2022,385
09/13/2022,314
09/14/2022,321
09/15/2022,312
09/16/2022,346
09/17/2022,295
09/18/2022,257
09/19/2022,362
09/20/2022,323
09/21/2022,346
09/22/2022,296
09/23/2022,310
09/24/2022,300
09/25/2022,279
09/26/2022,357
09/27/2022,335
09/28/2022,292
09/29/2022,326
09/30/2022,333
10/01/2022,341
10/02/2022,301
10/03/2022,414
10/04/2022,350
10/05/2022,311
10/06/2022,343
